Date,Open,High,Low,Close,Adj Close,Volume
2005-08-26,2.990000,3.064286,2.987143,3.027143,3.027143,3801000
2005-08-29,3.007143,3.140000,3.000000,3.134286,3.134286,5348700
2005-08-30,3.131428,3.134286,3.031429,3.057143,3.057143,4365200
2005-08-31,3.065714,3.091429,3.014286,3.080000,3.080000,5308100
2005-09-01,3.080000,3.107143,3.058571,3.064286,3.064286,4910500
2005-09-02,3.127143,3.130000,3.035714,3.077143,3.077143,4489800
2005-09-06,3.077143,3.274286,3.064286,3.251429,3.251429,7956900
2005-09-07,3.250000,3.282857,3.204286,3.227143,3.227143,8136100
2005-09-08,3.237143,3.480000,3.215714,3.441429,3.441429,21770700
2005-09-09,3.474286,3.578571,3.442857,3.567143,3.567143,13586300
2005-09-12,3.597143,3.640000,3.502857,3.601429,3.601429,9025800
2005-09-13,3.615714,3.628572,3.471429,3.481429,3.481429,9099300
2005-09-14,3.485714,3.494286,3.367143,3.381428,3.381428,9182600
2005-09-15,3.382857,3.418571,3.307143,3.345714,3.345714,7121100
2005-09-16,3.360000,3.465714,3.352857,3.457143,3.457143,6596800
2005-09-19,3.478571,3.481429,3.285714,3.324286,3.324286,8695400
2005-09-20,3.331429,3.417143,3.277143,3.311429,3.311429,5987100
2005-09-21,3.314286,3.348572,3.218571,3.238571,3.238571,5562900
2005-09-22,3.228571,3.392857,3.214286,3.374286,3.374286,4533900
2005-09-23,3.380000,3.488571,3.298571,3.452857,3.452857,6043800
2005-09-26,3.445714,3.454286,3.350000,3.424286,3.424286,7032200
2005-09-27,3.570000,3.577143,3.471429,3.471429,3.471429,11167800
2005-09-28,3.515714,3.515714,3.438571,3.462857,3.462857,4458300
2005-09-29,3.524286,3.562857,3.475714,3.485714,3.485714,9803500
2005-09-30,3.511429,3.807143,3.487143,3.712857,3.712857,24979500
2005-10-03,3.711429,3.824286,3.707143,3.805714,3.805714,9156000
2005-10-04,3.865714,3.991429,3.838571,3.855714,3.855714,14857500
2005-10-05,3.817143,3.821429,3.695714,3.712857,3.712857,10733100
2005-10-06,3.685714,3.748571,3.622857,3.668571,3.668571,6325200
2005-10-07,3.730000,3.971429,3.705714,3.892857,3.892857,13792100
2005-10-10,3.914286,4.141428,3.902857,4.098571,4.098571,17168200
2005-10-11,4.142857,4.178571,3.965714,4.030000,4.030000,13190800
2005-10-12,4.024286,4.107143,3.860000,3.930000,3.930000,8039500
2005-10-13,3.934286,4.000000,3.834286,3.985714,3.985714,7622300
2005-10-14,4.057143,4.111429,3.914286,4.108572,4.108572,6227900
2005-10-17,4.114286,4.171429,4.035714,4.157143,4.157143,5894000
2005-10-18,4.171429,4.212857,3.910000,3.921429,3.921429,10773000
2005-10-19,3.872857,4.071429,3.808571,4.050000,4.050000,12467700
2005-10-20,3.892857,3.957143,3.654286,3.661429,3.661429,23018100
2005-10-21,3.701429,3.794286,3.700000,3.735714,3.735714,12789000
2005-10-24,3.782857,3.892857,3.750000,3.852857,3.852857,13588400
2005-10-25,3.842857,3.945714,3.825714,3.915714,3.915714,7154000
2005-10-26,3.885714,3.914286,3.401428,3.568571,3.568571,24405500
2005-10-27,3.674286,3.742857,3.532857,3.700000,3.700000,19790400
2005-10-28,3.732857,3.787143,3.630000,3.754286,3.754286,11067000
2005-10-31,3.678571,3.804286,3.657143,3.772857,3.772857,9705500
2005-11-01,3.720000,3.785714,3.658571,3.668571,3.668571,7213500
2005-11-02,3.632857,3.904286,3.632857,3.874286,3.874286,12686100
2005-11-03,3.912857,4.022857,3.761429,3.868572,3.868572,29425200
2005-11-04,3.871428,3.964286,3.845714,3.941429,3.941429,7023800
2005-11-07,3.955714,3.990000,3.924286,3.972857,3.972857,4860800
2005-11-08,4.000000,4.185714,3.992857,4.080000,4.080000,15790600
2005-11-09,4.085714,4.100000,3.975714,4.021429,4.021429,7617400
2005-11-10,4.214286,4.321429,4.191429,4.221428,4.221428,25069800
2005-11-11,4.221428,4.297143,4.140000,4.295714,4.295714,8765400
2005-11-14,4.300000,4.300000,4.115714,4.145714,4.145714,6177500
2005-11-15,4.135714,4.142857,3.980000,3.992857,3.992857,8719900
2005-11-16,4.004286,4.048572,3.890000,3.962857,3.962857,8299900
2005-11-17,3.978571,4.121428,3.970000,4.107143,4.107143,6850200
2005-11-18,4.141428,4.178571,3.957143,4.060000,4.060000,8668800
2005-11-21,4.040000,4.137143,3.971429,4.101429,4.101429,6076700
2005-11-22,4.065714,4.212857,4.064286,4.171429,4.171429,4934300
2005-11-23,4.145714,4.222857,4.138571,4.145714,4.145714,6227900
2005-11-25,4.145714,4.184286,4.127143,4.178571,4.178571,1493800
2005-11-28,4.071429,4.085714,3.928571,3.940000,3.940000,10572800
2005-11-29,3.931429,4.000000,3.815714,3.857143,3.857143,6437200
2005-11-30,3.861428,3.985714,3.848572,3.934286,3.934286,6079500
2005-12-01,3.964286,3.977143,3.864286,3.872857,3.872857,4576600
2005-12-02,3.860000,3.968571,3.857143,3.955714,3.955714,5601400
2005-12-05,3.928571,3.990000,3.907143,3.957143,3.957143,4130700
2005-12-06,3.957143,4.010000,3.944286,3.964286,3.964286,4062800
2005-12-07,3.961429,4.007143,3.885714,3.911429,3.911429,3868900
2005-12-08,3.891428,3.935714,3.890000,3.928571,3.928571,3061800
2005-12-09,3.897143,3.935714,3.654286,3.677143,3.677143,12957000
2005-12-12,3.678571,3.691429,3.441429,3.585714,3.585714,22176000
2005-12-13,3.492857,3.570000,3.415714,3.435714,3.435714,13146700
2005-12-14,3.454286,3.514286,3.220000,3.490000,3.490000,27002500
2005-12-15,3.571429,3.710000,3.474286,3.705714,3.705714,21862400
2005-12-16,3.735714,3.862857,3.717143,3.757143,3.757143,19579000
2005-12-19,3.767143,3.767143,3.642857,3.660000,3.660000,10205300
2005-12-20,3.657143,3.681429,3.567143,3.587143,3.587143,5735800
2005-12-21,3.777143,3.937143,3.740000,3.912857,3.912857,22873200
2005-12-22,3.945714,3.964286,3.875714,3.942857,3.942857,6983200
2005-12-23,3.935714,3.967143,3.915714,3.961429,3.961429,3277400
2005-12-27,3.970000,3.971429,3.804286,3.854286,3.854286,6646500
2005-12-28,3.861428,3.940000,3.860000,3.885714,3.885714,4174100
2005-12-29,3.882857,3.908571,3.848572,3.892857,3.892857,3621800
2005-12-30,3.867143,3.900000,3.850000,3.865714,3.865714,3435600
2006-01-03,3.865714,3.874286,3.588571,3.721429,3.721429,15659700
2006-01-04,3.642857,3.680000,3.517143,3.571429,3.571429,15950200
2006-01-05,3.552857,3.578571,3.535714,3.561429,3.561429,8123500
2006-01-06,3.560000,3.648571,3.547143,3.575714,3.575714,8539300
2006-01-09,3.572857,3.607143,3.500000,3.571429,3.571429,8081500
2006-01-10,3.557143,3.635714,3.545714,3.632857,3.632857,7893900
2006-01-11,3.621428,3.692857,3.535714,3.550000,3.550000,8747900
2006-01-12,3.540000,3.690000,3.514286,3.674286,3.674286,11428900
2006-01-13,3.661429,3.697143,3.634286,3.651428,3.651428,6004600
2006-01-17,3.615714,3.700000,3.560000,3.680000,3.680000,7396200
2006-01-18,3.644286,3.658571,3.531429,3.550000,3.550000,5744900
2006-01-19,3.548571,3.675714,3.537143,3.631428,3.631428,8390200
2006-01-20,3.550000,3.628572,3.352857,3.352857,3.352857,13645100
2006-01-23,3.371428,3.434286,3.298571,3.325714,3.325714,9058000
2006-01-24,3.348572,3.535714,3.348572,3.534286,3.534286,37796500
2006-01-25,4.082857,4.274286,3.997143,4.084286,4.084286,72373000
2006-01-26,4.072857,4.150000,4.071429,4.142857,4.142857,17522400
2006-01-27,4.072857,4.085714,3.895714,3.974286,3.974286,20804000
2006-01-30,4.002857,4.014286,3.912857,3.942857,3.942857,14697900
2006-01-31,3.935714,3.998571,3.884286,3.935714,3.935714,13813800
2006-02-01,3.907143,3.928571,3.785714,3.872857,3.872857,11245500
2006-02-02,3.864286,3.921429,3.674286,3.728571,3.728571,18517800
2006-02-03,3.714286,3.752857,3.621428,3.730000,3.730000,9202900
2006-02-06,3.750000,3.755714,3.668571,3.754286,3.754286,8971900
2006-02-07,3.770000,3.780000,3.678571,3.702857,3.702857,7437500
2006-02-08,3.695714,3.718571,3.572857,3.591429,3.591429,12098100
2006-02-09,3.572857,3.610000,3.494286,3.511429,3.511429,10283000
2006-02-10,3.521429,3.677143,3.484286,3.632857,3.632857,10423700
2006-02-13,3.637143,3.638572,3.571429,3.604286,3.604286,7714700
2006-02-14,3.571429,3.585714,3.427143,3.512857,3.512857,11390400
2006-02-15,3.492857,3.607143,3.492857,3.564286,3.564286,9583700
2006-02-16,3.554286,3.631428,3.554286,3.592857,3.592857,4835600
2006-02-17,3.584286,3.607143,3.562857,3.568571,3.568571,4440100
2006-02-21,3.600000,3.677143,3.581429,3.677143,3.677143,8024100
2006-02-22,3.678571,3.792857,3.671429,3.767143,3.767143,8131900
2006-02-23,3.754286,3.754286,3.600000,3.672857,3.672857,8695400
2006-02-24,3.664286,3.731429,3.642857,3.711429,3.711429,4199300
2006-02-27,3.748571,3.791429,3.737143,3.790000,3.790000,5584600
2006-02-28,3.790000,3.840000,3.650000,3.830000,3.830000,7469000
2006-03-01,3.830000,3.845714,3.712857,3.835714,3.835714,5990600
2006-03-02,3.807143,3.874286,3.768571,3.830000,3.830000,4097800
2006-03-03,3.800000,3.852857,3.788571,3.822857,3.822857,4018700
2006-03-06,3.840000,3.840000,3.614286,3.660000,3.660000,9734900
2006-03-07,3.638572,3.694286,3.558571,3.637143,3.637143,6045200
2006-03-08,3.642857,3.648571,3.572857,3.590000,3.590000,4598300
2006-03-09,3.587143,3.681429,3.580000,3.607143,3.607143,5110000
2006-03-10,3.587143,3.685714,3.521429,3.650000,3.650000,7047600
2006-03-13,3.581429,3.637143,3.574286,3.585714,3.585714,6333600
2006-03-14,3.578571,3.658571,3.554286,3.631428,3.631428,3805200
2006-03-15,3.602857,3.618572,3.557143,3.587143,3.587143,3675000
2006-03-16,3.578571,3.664286,3.575714,3.638572,3.638572,3471300
2006-03-17,3.645714,3.777143,3.590000,3.738571,3.738571,9793700
2006-03-20,3.764286,3.950000,3.757143,3.868572,3.868572,9045400
2006-03-21,3.892857,3.964286,3.850000,3.881428,3.881428,5661600
2006-03-22,3.867143,4.021429,3.864286,4.007143,4.007143,7182000
2006-03-23,4.011428,4.092857,3.928571,4.041429,4.041429,7041300
2006-03-24,4.024286,4.100000,4.004286,4.095714,4.095714,3467800
2006-03-27,4.057143,4.157143,4.037143,4.127143,4.127143,5318600
2006-03-28,4.141428,4.142857,3.935714,4.004286,4.004286,8407700
2006-03-29,4.018571,4.200000,3.992857,4.172857,4.172857,7978600
2006-03-30,4.158571,4.192857,4.015714,4.091429,4.091429,6499500
2006-03-31,4.071429,4.158571,4.071429,4.141428,4.141428,3915100
2006-04-03,4.141428,4.148571,3.997143,4.018571,4.018571,8521800
2006-04-04,4.007143,4.021429,3.894286,3.915714,3.915714,11986100
2006-04-05,3.850000,4.128572,3.838571,4.094285,4.094285,14086100
2006-04-06,4.082857,4.088572,3.992857,4.035714,4.035714,6432300
2006-04-07,4.035714,4.160000,3.951429,3.991429,3.991429,4972800
2006-04-10,3.985714,4.088572,3.965714,4.035714,4.035714,5165300
2006-04-11,4.057143,4.088572,3.977143,4.074286,4.074286,8251600
2006-04-12,4.095714,4.155715,4.050000,4.102857,4.102857,6859300
2006-04-13,4.082857,4.180000,4.078571,4.170000,4.170000,5076400
2006-04-17,4.142857,4.171429,4.107143,4.171429,4.171429,5381600
2006-04-18,4.180000,4.267143,4.127143,4.257143,4.257143,8466500
2006-04-19,4.252857,4.535714,4.185714,4.440000,4.440000,19187000
2006-04-20,4.437143,4.471428,4.290000,4.444286,4.444286,8883000
2006-04-21,4.434286,4.470000,4.341429,4.400000,4.400000,9218300
2006-04-24,4.405715,4.532857,4.301429,4.462857,4.462857,31042200
2006-04-25,4.715714,4.731429,4.457143,4.525714,4.525714,27640900
2006-04-26,4.518571,4.571429,4.422857,4.497143,4.497143,14474600
2006-04-27,4.541429,4.614286,4.441429,4.470000,4.470000,6516300
2006-04-28,4.277143,4.398571,4.228571,4.234286,4.234286,15372000
2006-05-01,4.265714,4.300000,4.221428,4.228571,4.228571,10093300
2006-05-02,4.228571,4.340000,4.215714,4.314286,4.314286,9424100
2006-05-03,4.320000,4.321429,4.230000,4.244286,4.244286,8360800
2006-05-04,4.230000,4.292857,4.222857,4.284286,4.284286,3287900
2006-05-05,4.277143,4.347143,4.268571,4.328571,4.328571,4868500
2006-05-08,4.327143,4.347143,4.271429,4.285714,4.285714,4587100
2006-05-09,4.458571,4.597143,4.371428,4.388571,4.388571,15789200
2006-05-10,4.390000,4.474286,4.335714,4.415714,4.415714,6365100
2006-05-11,4.402857,4.431428,4.215714,4.251429,4.251429,10653300
2006-05-12,4.250000,4.250000,4.145714,4.227143,4.227143,6456100
2006-05-15,4.192857,4.238572,4.004286,4.064286,4.064286,7114800
2006-05-16,4.071429,4.194286,4.058571,4.094285,4.094285,6390300
2006-05-17,4.101429,4.115714,4.008572,4.012857,4.012857,6195700
2006-05-18,4.005714,4.101429,3.955714,3.958571,3.958571,4592700
2006-05-19,3.950000,4.058571,3.948571,3.981429,3.981429,5382300
2006-05-22,3.962857,4.030000,3.914286,4.000000,4.000000,7256900
2006-05-23,4.034286,4.131429,3.958571,3.990000,3.990000,6094900
2006-05-24,3.971429,4.028572,3.831429,3.991429,3.991429,7155400
2006-05-25,3.992857,4.107143,3.990000,4.107143,4.107143,5455800
2006-05-26,4.114286,4.157143,4.061429,4.118571,4.118571,3797500
2006-05-30,4.097143,4.141428,3.928571,3.928571,3.928571,5427100
2006-05-31,3.954286,4.052857,3.925714,3.955714,3.955714,8331400
2006-06-01,3.945714,4.072857,3.945714,4.072857,4.072857,4203500
2006-06-02,4.071429,4.108572,3.971429,3.992857,3.992857,3879400
2006-06-05,3.967143,4.038571,3.857143,3.897143,3.897143,6242600
2006-06-06,3.912857,3.912857,3.800000,3.841429,3.841429,8615600
2006-06-07,3.841429,3.890000,3.751429,3.771429,3.771429,9676800
2006-06-08,3.738571,3.985714,3.685714,3.968571,3.968571,16986900
2006-06-09,3.975714,3.978571,3.871428,3.932857,3.932857,8463000
2006-06-12,3.918571,3.935714,3.810000,3.868572,3.868572,7510300
2006-06-13,3.842857,4.000000,3.842857,3.934286,3.934286,10831100
2006-06-14,3.957143,4.028572,3.907143,3.998571,3.998571,6212500
2006-06-15,4.002857,4.062857,3.881428,3.957143,3.957143,8722000
2006-06-16,3.951429,3.960000,3.847143,3.874286,3.874286,8561700
2006-06-19,3.905714,4.024286,3.865714,4.002857,4.002857,8585500
2006-06-20,3.948571,3.962857,3.827143,3.868572,3.868572,16476600
2006-06-21,3.888572,3.897143,3.791429,3.881428,3.881428,10173100
2006-06-22,4.007143,4.070000,3.895714,3.952857,3.952857,9859500
2006-06-23,3.930000,3.960000,3.892857,3.905714,3.905714,3780700
2006-06-26,3.924286,4.007143,3.924286,3.957143,3.957143,4006100
2006-06-27,3.965714,3.974286,3.838571,3.844286,3.844286,5217100
2006-06-28,3.874286,3.875714,3.752857,3.794286,3.794286,5618900
2006-06-29,3.800000,3.894286,3.798571,3.880000,3.880000,5491500
2006-06-30,3.892857,3.931429,3.785714,3.887143,3.887143,7066500
2006-07-03,3.908571,3.937143,3.864286,3.891428,3.891428,2731400
2006-07-05,3.854286,3.870000,3.775714,3.805714,3.805714,4793600
2006-07-06,3.795714,3.838571,3.778571,3.802857,3.802857,3276000
2006-07-07,3.795714,3.845714,3.714286,3.807143,3.807143,5056100
2006-07-10,3.822857,3.827143,3.738571,3.778571,3.778571,3127600
2006-07-11,3.747143,3.775714,3.552857,3.618572,3.618572,19475400
2006-07-12,3.622857,3.627143,3.498571,3.512857,3.512857,6599600
2006-07-13,3.480000,3.621428,3.471429,3.557143,3.557143,9004800
2006-07-14,3.542857,3.561429,3.412857,3.455714,3.455714,8575000
2006-07-17,3.428571,3.511429,3.351429,3.401428,3.401428,6465200
2006-07-18,3.397143,3.410000,3.257143,3.342857,3.342857,16231600
2006-07-19,3.327143,3.390000,3.272857,3.384286,3.384286,10269000
2006-07-20,3.387143,3.444286,3.327143,3.335714,3.335714,7718900
2006-07-21,3.324286,3.344286,3.281429,3.292857,3.292857,8186500
2006-07-24,3.295714,3.407143,3.197143,3.394286,3.394286,24825500
2006-07-25,2.712857,2.762857,2.655714,2.682857,2.682857,106622600
2006-07-26,2.735714,2.742857,2.701429,2.718571,2.718571,23378600
2006-07-27,2.757143,3.064286,2.750000,2.888572,2.888572,22501500
2006-07-28,2.888572,3.025714,2.884286,2.978571,2.978571,10544100
2006-07-31,2.985714,2.985714,2.928571,2.955714,2.955714,8388100
2006-08-01,2.962857,3.010000,2.901428,2.928571,2.928571,13189400
2006-08-02,2.971429,3.050000,2.958571,2.977143,2.977143,11226600
2006-08-03,2.964286,2.964286,2.871428,2.912857,2.912857,13385400
2006-08-04,2.940000,3.107143,2.935714,2.994286,2.994286,17391500
2006-08-07,3.000000,3.007143,2.921429,2.954286,2.954286,6384000
2006-08-08,2.971429,2.971429,2.890000,2.900000,2.900000,6967800
2006-08-09,2.914286,2.938571,2.871428,2.880000,2.880000,6594700
2006-08-10,2.860000,2.885714,2.831429,2.878572,2.878572,7313600
2006-08-11,2.882857,2.884286,2.824286,2.840000,2.840000,6278300
2006-08-14,2.842857,2.858572,2.834286,2.844286,2.844286,5253500
2006-08-15,2.862857,2.900000,2.830000,2.850000,2.850000,6462400
2006-08-16,2.860000,2.877143,2.795714,2.824286,2.824286,10453800
2006-08-17,2.800000,2.951429,2.798571,2.861428,2.861428,9569700
2006-08-18,2.871428,2.890000,2.824286,2.835714,2.835714,5793900
2006-08-21,2.841429,2.845714,2.731429,2.788571,2.788571,9548000
2006-08-22,2.771429,2.784286,2.665714,2.677143,2.677143,12518100
2006-08-23,2.678571,2.691429,2.588571,2.668571,2.668571,13015800
2006-08-24,2.660000,2.685714,2.601429,2.652857,2.652857,7628600
2006-08-25,2.638572,2.691429,2.622857,2.674286,2.674286,7109900
2006-08-28,2.695714,2.788571,2.694286,2.750000,2.750000,9011800
2006-08-29,2.761429,2.781429,2.734286,2.765714,2.765714,6967100
2006-08-30,2.784286,2.884286,2.770000,2.870000,2.870000,7435400
2006-08-31,2.885714,2.888572,2.844286,2.860000,2.860000,7647500
2006-09-01,2.861428,2.895714,2.850000,2.860000,2.860000,5992700
2006-09-05,2.874286,2.891428,2.842857,2.890000,2.890000,4260200
2006-09-06,2.978571,3.098572,2.964286,3.002857,3.002857,20215300
2006-09-07,2.980000,2.980000,2.897143,2.902857,2.902857,9782500
2006-09-08,2.891428,2.951429,2.864286,2.891428,2.891428,5731600
2006-09-11,2.858572,2.978571,2.858572,2.945714,2.945714,6344800
2006-09-12,2.952857,3.122857,2.948571,3.107143,3.107143,15677200
2006-09-13,3.071429,3.201429,3.064286,3.180000,3.180000,9378600
2006-09-14,3.161429,3.222857,3.161429,3.211429,3.211429,4983300
2006-09-15,3.235714,3.274286,3.212857,3.245714,3.245714,9599100
2006-09-18,3.264286,3.284286,3.175714,3.190000,3.190000,8449000
2006-09-19,3.178571,3.237143,3.100000,3.135714,3.135714,13532400
2006-09-20,3.167143,3.221429,3.161429,3.210000,3.210000,4520600
2006-09-21,3.205714,3.362857,3.202857,3.275714,3.275714,7473900
2006-09-22,3.277143,3.300000,3.210000,3.287143,3.287143,4979800
2006-09-25,3.325714,3.328571,3.272857,3.300000,3.300000,4502400
2006-09-26,3.321429,3.328571,3.275714,3.282857,3.282857,3538500
2006-09-27,3.285714,3.355714,3.285714,3.312857,3.312857,4239900
2006-09-28,3.321429,3.371428,3.272857,3.301429,3.301429,5580400
2006-09-29,3.315714,3.355714,3.234286,3.254286,3.254286,9544500
2006-10-02,3.255714,3.302857,3.242857,3.258571,3.258571,5057500
2006-10-03,3.258571,3.295714,3.185714,3.291429,3.291429,7105700
2006-10-04,3.280000,3.338571,3.258571,3.314286,3.314286,5247200
2006-10-05,3.335714,3.427143,3.297143,3.407143,3.407143,5028800
2006-10-06,3.407143,3.458571,3.378572,3.444286,3.444286,4361700
2006-10-09,3.455714,3.455714,3.410000,3.428571,3.428571,2941400
2006-10-10,3.441429,3.441429,3.354286,3.374286,3.374286,3579100
2006-10-11,3.351429,3.395714,3.294286,3.340000,3.340000,9109800
2006-10-12,3.328571,3.365714,3.317143,3.344286,3.344286,5347300
2006-10-13,3.362857,3.370000,3.311429,3.314286,3.314286,4435200
2006-10-16,3.334286,3.340000,3.315714,3.317143,3.317143,7366100
2006-10-17,3.314286,3.315714,3.222857,3.247143,3.247143,8232700
2006-10-18,3.257143,3.277143,3.182857,3.198571,3.198571,5683300
2006-10-19,3.182857,3.217143,3.161429,3.162857,3.162857,7921900
2006-10-20,3.160000,3.185714,3.135714,3.177143,3.177143,10821300
2006-10-23,3.181429,3.657143,3.150000,3.297143,3.297143,30411500
2006-10-24,3.901428,4.014286,3.805714,3.910000,3.910000,83430200
2006-10-25,3.948571,3.994286,3.890000,3.962857,3.962857,19505500
2006-10-26,3.964286,3.982857,3.874286,3.964286,3.964286,11428200
2006-10-27,3.950000,3.998571,3.911429,3.941429,3.941429,13521900
2006-10-30,3.952857,3.987143,3.921429,3.987143,3.987143,5996900
2006-10-31,4.000000,4.057143,3.921429,3.951429,3.951429,11556300
2006-11-01,3.958571,4.025714,3.921429,3.935714,3.935714,9830100
2006-11-02,3.890000,3.905714,3.787143,3.814286,3.814286,11160800
2006-11-03,3.820000,3.917143,3.742857,3.814286,3.814286,8771000
2006-11-06,3.828571,3.900000,3.821429,3.894286,3.894286,6659100
2006-11-07,3.850000,3.977143,3.840000,3.948571,3.948571,8931300
2006-11-08,3.935714,4.138571,3.907143,4.125714,4.125714,15641500
2006-11-09,4.118571,4.214286,4.110000,4.131429,4.131429,14364000
2006-11-10,4.151429,4.217143,4.134286,4.197143,4.197143,7702100
2006-11-13,4.220000,4.284286,4.187143,4.212857,4.212857,4727100
2006-11-14,4.237143,4.238572,4.131429,4.155715,4.155715,6176800
2006-11-15,4.144286,4.260000,4.120000,4.250000,4.250000,8296400
2006-11-16,4.242857,4.250000,4.161428,4.181428,4.181428,4421900
2006-11-17,4.181428,4.181428,4.121428,4.131429,4.131429,3567200
2006-11-20,4.131429,4.197143,4.114286,4.154286,4.154286,2908500
2006-11-21,4.178571,4.200000,4.142857,4.181428,4.181428,3021200
2006-11-22,4.194286,4.245714,4.167143,4.227143,4.227143,2942100
2006-11-24,4.171429,4.195714,4.164286,4.194286,4.194286,1978900
2006-11-27,4.172857,4.185714,4.124286,4.138571,4.138571,6035400
2006-11-28,4.104286,4.142857,4.074286,4.120000,4.120000,6202700
2006-11-29,4.144286,4.201428,4.125714,4.170000,4.170000,4333000
2006-11-30,4.138571,4.250000,4.134286,4.182857,4.182857,6510000
2006-12-01,4.195714,4.285714,4.144286,4.208571,4.208571,6374200
2006-12-04,4.200000,4.207143,4.130000,4.132857,4.132857,5062400
2006-12-05,4.161428,4.182857,4.042857,4.141428,4.141428,6920900
2006-12-06,4.110000,4.135714,4.064286,4.068572,4.068572,3364900
2006-12-07,4.060000,4.074286,3.950000,3.961429,3.961429,6400100
2006-12-08,3.964286,3.984286,3.897143,3.950000,3.950000,4631900
2006-12-11,4.037143,4.085714,3.998571,4.067143,4.067143,7196700
2006-12-12,4.067143,4.084286,4.027143,4.052857,4.052857,6152300
2006-12-13,4.084286,4.095714,4.021429,4.057143,4.057143,2983400
2006-12-14,3.857143,4.024286,3.827143,3.965714,3.965714,6944000
2006-12-15,3.914286,4.011428,3.914286,3.942857,3.942857,4953900
2006-12-18,3.942857,3.957143,3.795714,3.805714,3.805714,6941200
2006-12-19,3.790000,3.891428,3.742857,3.865714,3.865714,7105700
2006-12-20,3.857143,3.938571,3.855714,3.908571,3.908571,3940300
2006-12-21,3.901428,3.961429,3.814286,3.827143,3.827143,5047700
2006-12-22,3.814286,3.818571,3.734286,3.742857,3.742857,5220600
2006-12-26,3.734286,3.888572,3.734286,3.834286,3.834286,4184600
2006-12-27,3.857143,3.860000,3.781429,3.784286,3.784286,4634700
2006-12-28,3.761429,3.805714,3.727143,3.728571,3.728571,7859600
2006-12-29,3.722857,3.828571,3.692857,3.694286,3.694286,6937700
2007-01-03,3.714286,3.824286,3.677143,3.801429,3.801429,16440900
2007-01-04,3.772857,3.828571,3.585714,3.621428,3.621428,15959300
2007-01-05,3.620000,3.620000,3.492857,3.544286,3.544286,15190700
2007-01-08,3.545714,3.555714,3.367143,3.404286,3.404286,18344900
2007-01-09,3.427143,3.440000,3.360000,3.427143,3.427143,10611300
2007-01-10,3.424286,3.464286,3.411429,3.438571,3.438571,11448500
2007-01-11,3.422857,3.507143,3.411429,3.462857,3.462857,9130100
2007-01-12,3.408571,3.411429,3.241429,3.244286,3.244286,22171100
2007-01-16,3.464286,3.485714,3.242857,3.248571,3.248571,30134300
2007-01-17,3.260000,3.292857,3.234286,3.261429,3.261429,15204000
2007-01-18,3.251429,3.282857,3.167143,3.178571,3.178571,11298700
2007-01-19,3.174286,3.260000,3.171429,3.222857,3.222857,12152000
2007-01-22,3.264286,3.281429,3.114286,3.128572,3.128572,18595500
2007-01-23,3.114286,3.190000,3.100000,3.108572,3.108572,20239100
2007-01-24,3.128572,3.285714,3.042857,3.250000,3.250000,44220400
2007-01-25,3.415714,3.464286,3.245714,3.321429,3.321429,64389500
2007-01-26,3.365714,3.371428,3.250000,3.307143,3.307143,13869800
2007-01-29,3.180000,3.251429,3.151428,3.221429,3.221429,21761600
2007-01-30,3.234286,3.280000,3.221429,3.275714,3.275714,8789200
2007-01-31,3.254286,3.304286,3.242857,3.258571,3.258571,10256400
2007-02-01,3.268571,3.300000,3.235714,3.247143,3.247143,7888300
2007-02-02,3.250000,3.297143,3.242857,3.262857,3.262857,9864400
2007-02-05,3.285714,3.285714,3.220000,3.228571,3.228571,5572700
2007-02-06,3.214286,3.238571,3.165714,3.188571,3.188571,15805300
2007-02-07,3.178571,3.294286,3.175714,3.271429,3.271429,11223800
2007-02-08,3.354286,3.404286,3.301429,3.392857,3.392857,19541900
2007-02-09,3.397143,3.397143,3.297143,3.301429,3.301429,7865200
2007-02-12,3.290000,3.352857,3.284286,3.304286,3.304286,7119700
2007-02-13,3.318571,3.321429,3.261429,3.271429,3.271429,4841900
2007-02-14,3.271429,3.312857,3.171429,3.228571,3.228571,36174600
2007-02-15,3.211429,3.242857,3.201429,3.214286,3.214286,8286600
2007-02-16,3.217143,3.272857,3.197143,3.267143,3.267143,10532900
2007-02-20,3.278571,3.371428,3.275714,3.358572,3.358572,12290600
2007-02-21,3.360000,3.365714,3.317143,3.341429,3.341429,64801800
2007-02-22,3.345714,3.411429,3.345714,3.392857,3.392857,8782900
2007-02-23,3.394286,3.407143,3.357143,3.361428,3.361428,8375500
2007-02-26,3.387143,3.402857,3.071429,3.304286,3.304286,6216700
2007-02-27,3.252857,3.264286,3.157143,3.157143,3.157143,12520200
2007-02-28,3.158571,3.272857,3.155714,3.218571,3.218571,8883000
2007-03-01,3.194286,3.291429,3.157143,3.261429,3.261429,12429200
2007-03-02,3.261429,3.285714,3.181429,3.184286,3.184286,8073100
2007-03-05,3.144286,3.165714,3.007143,3.008571,3.008571,17101000
2007-03-06,3.035714,3.130000,2.987143,3.062857,3.062857,14133000
2007-03-07,3.071429,3.085714,3.010000,3.025714,3.025714,8599500
2007-03-08,3.030000,3.090000,3.030000,3.034286,3.034286,6320300
2007-03-09,3.071429,3.071429,2.981429,3.008571,3.008571,6686400
2007-03-12,3.000000,3.030000,2.957143,3.011429,3.011429,6709500
2007-03-13,3.000000,3.022857,2.928571,2.935714,2.935714,9384200
2007-03-14,2.930000,3.021429,2.900000,3.015714,3.015714,8215900
